city,city_code,province,region,lat,lon,year,month,year_month,avg_temp,min_temp,max_temp,precipitation,wind_speed,apparent_temp,wind_gusts,weather_code,comfort_index
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,4,2021-04,9.16,3.36,15.01,13.5,22.31,4.94,50.56,3,-0.66
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,5,2021-05,13.89,8.52,19.37,98.6,19.98,11.33,45.89,63,6.29
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,6,2021-06,19.11,14.26,23.82,97.4,15.49,18.96,35.42,51,15.04
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,7,2021-07,24.77,20.85,29.08,85.3,12.58,27.92,28.7,51,24.73
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,8,2021-08,20.4,16.93,24.43,78.1,15.67,21.04,37.92,51,17.08
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,9,2021-09,14.87,10.51,19.33,102.8,15.39,13.74,35.01,3,9.84
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,10,2021-10,6.07,2.07,10.69,30.2,19.26,2.17,42.16,3,-2.66
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,11,2021-11,-2.63,-5.95,1.33,56.4,19.95,-7.48,42.93,3,-12.49
七台河市,230900,黑龙江省,东北,45.77,131.02,2021,12,2021-12,-14.31,-17.95,-10.71,7.3,20.71,-20.01,43.62,3,-25.19
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,1,2022-01,-17.37,-20.4,-13.54,4.8,18.16,-23.05,38.32,71,-27.6
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,2,2022-02,-12.26,-15.83,-8.36,9.1,19.82,-17.89,42.82,3,-22.85
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,3,2022-03,-1.57,-5.8,3.07,28.2,20.52,-6.79,44.84,3,-11.94
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,4,2022-04,7.56,1.56,13.63,47.6,24.49,2.73,52.68,3,-3.42
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,5,2022-05,13.38,7.33,19.59,81.8,21.22,10.31,46.82,51,4.96
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,6,2022-06,18.14,13.34,23.24,84.2,15.98,17.7,35.0,51,13.66
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,7,2022-07,22.02,18.22,26.32,132.1,14.28,24.05,31.8,51,20.42
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,8,2022-08,19.62,15.65,24.13,118.1,18.37,19.91,40.52,51,15.26
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,9,2022-09,15.25,10.76,19.99,89.5,20.48,13.49,43.26,3,8.32
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,10,2022-10,5.89,2.07,10.35,39.6,20.32,1.86,43.36,3,-3.24
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,11,2022-11,-3.21,-6.97,0.85,32.1,19.71,-8.27,42.87,3,-13.21
七台河市,230900,黑龙江省,东北,45.77,131.02,2022,12,2022-12,-15.63,-18.61,-12.19,25.6,20.16,-21.55,42.16,3,-26.61
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,1,2023-01,-18.37,-22.59,-14.21,4.6,16.96,-23.93,35.83,3,-28.17
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,2,2023-02,-11.25,-15.51,-7.0,9.8,18.08,-16.52,37.46,3,-21.05
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,3,2023-03,0.78,-4.05,5.91,9.2,21.02,-4.35,45.13,3,-9.61
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,4,2023-04,6.34,1.08,11.97,74.0,22.45,1.69,48.75,3,-3.96
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,5,2023-05,14.05,8.28,19.77,47.7,20.38,10.88,45.72,3,5.76
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,6,2023-06,18.82,14.35,23.72,138.3,15.48,18.82,35.45,51,14.89
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,7,2023-07,22.21,18.39,26.49,125.7,14.37,24.2,31.64,51,20.54
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,8,2023-08,21.14,17.75,24.93,194.2,14.57,22.93,31.46,63,19.19
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,9,2023-09,16.45,11.97,21.21,29.0,16.99,15.46,35.94,3,11.19
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,10,2023-10,7.83,3.68,12.57,39.3,20.41,3.85,43.3,3,-1.27
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,11,2023-11,-8.12,-12.22,-4.44,91.2,20.18,-13.39,41.34,3,-18.48
七台河市,230900,黑龙江省,东北,45.77,131.02,2023,12,2023-12,-16.96,-21.42,-12.9,10.2,17.84,-22.37,36.08,3,-26.84
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,1,2024-01,-16.97,-21.66,-12.66,9.9,17.33,-22.49,35.08,3,-26.83
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,2,2024-02,-11.7,-16.67,-6.49,8.3,18.07,-17.01,37.22,3,-21.53
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,3,2024-03,-5.01,-9.9,-0.18,27.2,18.19,-9.87,38.38,3,-14.43
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,4,2024-04,9.23,3.78,14.79,18.9,20.92,5.32,44.62,3,0.08
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,5,2024-05,13.1,7.77,18.12,108.7,19.23,9.98,41.53,3,5.12
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,6,2024-06,17.12,13.25,21.39,249.5,16.06,16.97,35.46,63,12.83
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,7,2024-07,22.26,18.25,26.49,122.1,15.35,24.14,33.73,51,20.25
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,8,2024-08,22.06,18.64,25.98,154.8,15.24,24.26,33.26,51,20.38
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,9,2024-09,15.33,10.67,20.11,57.8,17.66,13.82,37.96,3,9.38
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,10,2024-10,7.24,2.64,12.06,33.6,19.03,3.39,40.51,3,-1.38
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,11,2024-11,-2.62,-6.33,1.03,52.4,19.6,-7.51,40.89,3,-12.44
七台河市,230900,黑龙江省,东北,45.77,131.02,2024,12,2024-12,-14.72,-18.06,-11.22,13.4,18.77,-20.28,39.0,71,-24.98
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,1,2025-01,-15.83,-19.81,-11.7,7.9,13.41,-20.83,28.48,3,-24.19
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,2,2025-02,-12.98,-17.12,-8.51,5.8,20.19,-18.61,42.3,3,-23.66
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,3,2025-03,-3.42,-8.11,1.45,20.2,18.69,-8.4,40.82,3,-13.08
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,4,2025-04,7.29,1.76,13.04,50.8,19.49,3.58,42.23,3,-1.32
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,5,2025-05,13.42,8.17,19.05,110.1,17.6,11.27,38.75,51,6.82
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,6,2025-06,20.0,15.56,24.56,116.0,17.02,20.34,37.7,3,16.03
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,7,2025-07,24.89,20.7,29.6,101.7,15.11,26.99,33.4,51,23.16
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,8,2025-08,21.45,17.55,26.0,155.9,15.93,22.35,35.47,51,18.29
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,9,2025-09,17.42,13.0,22.44,23.5,17.09,16.33,37.39,3,12.05
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,10,2025-10,4.53,0.68,8.86,10.4,17.89,0.48,38.87,3,-3.99
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,11,2025-11,-2.41,-6.1,1.68,23.4,20.17,-7.6,42.84,3,-12.66
七台河市,230900,黑龙江省,东北,45.77,131.02,2025,12,2025-12,-13.98,-17.95,-9.99,5.8,19.5,-19.56,40.79,3,-24.43
七台河市,230900,黑龙江省,东北,45.77,131.02,2026,1,2026-01,-19.09,-22.24,-15.54,3.9,19.22,-25.03,41.08,3,-29.84
七台河市,230900,黑龙江省,东北,45.77,131.02,2026,2,2026-02,-10.25,-15.04,-5.3,10.9,19.39,-15.69,41.18,3,-20.54
七台河市,230900,黑龙江省,东北,45.77,131.02,2026,3,2026-03,-1.61,-6.59,4.05,4.3,16.57,-6.34,37.04,3,-10.49
七台河市,230900,黑龙江省,东北,45.77,131.02,2026,4,2026-04,4.02,-0.45,8.72,35.0,20.19,-0.36,42.4,3,-5.44
三亚市,460200,海南省,华南,18.25,109.51,2021,4,2021-04,26.97,25.21,29.12,28.4,15.08,31.34,34.77,51,27.54
三亚市,460200,海南省,华南,18.25,109.51,2021,5,2021-05,28.83,26.98,30.98,59.3,15.94,34.22,37.02,51,30.2
三亚市,460200,海南省,华南,18.25,109.51,2021,6,2021-06,29.34,27.64,31.19,118.9,17.75,35.54,43.09,51,31.04
三亚市,460200,海南省,华南,18.25,109.51,2021,7,2021-07,28.81,27.17,30.52,149.1,21.33,34.12,46.14,53,28.72
三亚市,460200,海南省,华南,18.25,109.51,2021,8,2021-08,28.89,27.3,30.52,115.0,17.92,34.45,40.21,51,29.91
三亚市,460200,海南省,华南,18.25,109.51,2021,9,2021-09,27.57,25.8,29.56,199.1,16.68,32.68,38.0,51,28.41
三亚市,460200,海南省,华南,18.25,109.51,2021,10,2021-10,26.1,24.4,28.31,294.9,23.72,29.13,49.31,51,23.06
三亚市,460200,海南省,华南,18.25,109.51,2021,11,2021-11,24.55,22.22,27.7,4.1,21.84,25.92,43.65,3,20.46
三亚市,460200,海南省,华南,18.25,109.51,2021,12,2021-12,21.85,19.46,25.13,133.9,23.01,21.71,45.59,3,15.89
三亚市,460200,海南省,华南,18.25,109.51,2022,1,2022-01,22.07,19.96,24.98,22.7,20.78,23.07,41.49,3,17.86
三亚市,460200,海南省,华南,18.25,109.51,2022,2,2022-02,21.06,18.99,23.69,23.2,21.53,21.69,42.97,3,16.29
三亚市,460200,海南省,华南,18.25,109.51,2022,3,2022-03,24.41,22.32,26.96,21.3,18.57,27.37,38.87,3,22.72
三亚市,460200,海南省,华南,18.25,109.51,2022,4,2022-04,25.14,22.83,27.85,63.6,17.88,28.32,37.64,51,23.82
三亚市,460200,海南省,华南,18.25,109.51,2022,5,2022-05,26.81,24.83,28.95,185.8,16.0,31.57,34.57,51,27.48
三亚市,460200,海南省,华南,18.25,109.51,2022,6,2022-06,29.09,27.3,30.87,151.7,17.15,35.08,36.31,53,30.71
三亚市,460200,海南省,华南,18.25,109.51,2022,7,2022-07,28.52,26.52,30.4,249.3,17.13,34.15,36.56,63,29.75
三亚市,460200,海南省,华南,18.25,109.51,2022,8,2022-08,28.19,26.11,30.27,274.3,14.94,34.07,33.09,63,30.2
三亚市,460200,海南省,华南,18.25,109.51,2022,9,2022-09,27.74,25.65,30.21,200.9,18.61,32.66,38.74,51,27.91
三亚市,460200,海南省,华南,18.25,109.51,2022,10,2022-10,25.7,23.58,28.44,228.2,22.53,28.12,44.22,3,22.38
三亚市,460200,海南省,华南,18.25,109.51,2022,11,2022-11,25.25,23.41,27.62,67.6,18.09,28.45,36.5,51,23.89
三亚市,460200,海南省,华南,18.25,109.51,2022,12,2022-12,21.01,18.33,24.44,3.1,22.55,20.45,44.47,3,14.81
三亚市,460200,海南省,华南,18.25,109.51,2023,1,2023-01,20.41,17.73,23.68,20.3,19.89,20.45,40.08,3,15.47
三亚市,460200,海南省,华南,18.25,109.51,2023,2,2023-02,22.78,20.48,26.09,6.8,23.87,23.5,48.45,3,17.53
三亚市,460200,海南省,华南,18.25,109.51,2023,3,2023-03,23.67,21.31,26.58,13.8,20.08,25.68,42.14,3,20.66
三亚市,460200,海南省,华南,18.25,109.51,2023,4,2023-04,26.94,25.18,29.19,45.8,16.71,31.33,37.25,51,27.13
三亚市,460200,海南省,华南,18.25,109.51,2023,5,2023-05,28.48,26.56,30.7,100.6,16.66,34.15,35.38,51,29.94
三亚市,460200,海南省,华南,18.25,109.51,2023,6,2023-06,29.0,26.89,30.96,158.2,16.46,35.15,35.39,51,30.96
三亚市,460200,海南省,华南,18.25,109.51,2023,7,2023-07,29.02,27.03,31.15,135.8,16.33,34.95,36.68,51,30.8
三亚市,460200,海南省,华南,18.25,109.51,2023,8,2023-08,28.71,26.64,30.76,258.2,20.6,34.2,45.37,51,28.93
三亚市,460200,海南省,华南,18.25,109.51,2023,9,2023-09,27.62,25.55,30.04,226.8,16.78,32.93,36.92,63,28.63
三亚市,460200,海南省,华南,18.25,109.51,2023,10,2023-10,26.58,24.63,29.11,223.5,18.39,30.68,38.94,63,25.98
三亚市,460200,海南省,华南,18.25,109.51,2023,11,2023-11,25.08,22.5,28.39,20.2,21.81,26.91,46.08,3,21.45
三亚市,460200,海南省,华南,18.25,109.51,2023,12,2023-12,22.89,20.43,26.24,11.5,21.35,23.69,44.98,3,18.35
三亚市,460200,海南省,华南,18.25,109.51,2024,1,2024-01,22.11,19.35,25.6,3.5,22.56,22.25,48.24,3,16.6
三亚市,460200,海南省,华南,18.25,109.51,2024,2,2024-02,23.38,20.78,26.98,8.8,18.22,25.2,40.54,51,20.65
三亚市,460200,海南省,华南,18.25,109.51,2024,3,2024-03,24.88,22.51,28.09,21.9,17.07,27.94,38.56,51,23.66
三亚市,460200,海南省,华南,18.25,109.51,2024,4,2024-04,28.21,26.18,30.8,27.4,16.37,33.54,37.83,51,29.43
三亚市,460200,海南省,华南,18.25,109.51,2024,5,2024-05,28.29,26.17,30.83,234.6,15.45,33.82,35.11,51,29.84
三亚市,460200,海南省,华南,18.25,109.51,2024,6,2024-06,29.03,27.15,31.03,228.1,15.42,35.42,35.52,63,31.46
三亚市,460200,海南省,华南,18.25,109.51,2024,7,2024-07,28.36,26.38,30.35,345.3,19.33,33.68,41.41,63,28.68
三亚市,460200,海南省,华南,18.25,109.51,2024,8,2024-08,29.15,26.78,31.5,82.3,14.48,35.7,33.7,51,32.04
三亚市,460200,海南省,华南,18.25,109.51,2024,9,2024-09,27.73,25.53,30.27,347.6,17.24,33.2,37.52,63,28.71
三亚市,460200,海南省,华南,18.25,109.51,2024,10,2024-10,26.47,24.1,29.54,252.5,20.14,29.98,42.71,51,24.82
三亚市,460200,海南省,华南,18.25,109.51,2024,11,2024-11,24.56,22.14,27.78,42.2,19.6,26.57,42.59,3,21.65
三亚市,460200,海南省,华南,18.25,109.51,2024,12,2024-12,21.77,19.13,25.47,4.8,21.27,21.34,46.12,3,16.02
三亚市,460200,海南省,华南,18.25,109.51,2025,1,2025-01,20.27,16.9,24.74,6.0,19.6,19.63,43.57,3,14.73
三亚市,460200,海南省,华南,18.25,109.51,2025,2,2025-02,21.73,18.99,25.81,3.8,22.46,22.02,49.18,3,16.4
三亚市,460200,海南省,华南,18.25,109.51,2025,3,2025-03,23.36,20.44,27.08,8.0,17.51,25.28,39.87,3,20.9
三亚市,460200,海南省,华南,18.25,109.51,2025,4,2025-04,25.64,22.9,29.11,35.4,14.42,29.48,35.62,3,25.86
三亚市,460200,海南省,华南,18.25,109.51,2025,5,2025-05,28.15,25.67,31.25,115.7,15.29,33.31,36.47,53,29.43
三亚市,460200,海南省,华南,18.25,109.51,2025,6,2025-06,28.63,26.61,30.99,387.5,18.78,34.08,43.12,53,29.19
三亚市,460200,海南省,华南,18.25,109.51,2025,7,2025-07,28.3,26.18,30.45,275.1,21.26,33.4,46.37,51,27.95
三亚市,460200,海南省,华南,18.25,109.51,2025,8,2025-08,28.2,26.07,30.76,419.5,20.28,33.62,45.49,51,28.35
三亚市,460200,海南省,华南,18.25,109.51,2025,9,2025-09,27.33,25.19,29.99,285.2,17.35,32.51,38.37,63,28.03
三亚市,460200,海南省,华南,18.25,109.51,2025,10,2025-10,26.17,24.08,29.04,283.9,20.04,29.66,43.2,63,24.51
三亚市,460200,海南省,华南,18.25,109.51,2025,11,2025-11,23.82,21.42,27.19,76.6,20.29,25.51,43.97,3,20.4
三亚市,460200,海南省,华南,18.25,109.51,2025,12,2025-12,23.06,20.41,26.7,9.7,20.76,23.95,44.91,3,18.75
三亚市,460200,海南省,华南,18.25,109.51,2026,1,2026-01,20.71,17.25,25.1,1.3,19.54,20.49,43.88,3,15.6
三亚市,460200,海南省,华南,18.25,109.51,2026,2,2026-02,22.95,20.14,26.86,8.4,19.53,24.25,45.06,3,19.36
三亚市,460200,海南省,华南,18.25,109.51,2026,3,2026-03,24.36,21.56,28.25,27.3,18.94,26.37,44.54,3,21.62
三亚市,460200,海南省,华南,18.25,109.51,2026,4,2026-04,27.36,24.81,30.75,0.7,14.58,32.42,37.46,1,28.77
三明市,350400,福建省,华东,26.27,117.64,2021,4,2021-04,21.91,17.52,26.99,53.9,9.74,23.54,25.68,51,21.05
三明市,350400,福建省,华东,26.27,117.64,2021,5,2021-05,25.05,21.35,29.89,366.2,10.58,29.42,36.5,61,26.6
三明市,350400,福建省,华东,26.27,117.64,2021,6,2021-06,27.21,23.72,31.68,211.3,9.87,32.91,32.0,51,30.34
三明市,350400,福建省,华东,26.27,117.64,2021,7,2021-07,30.13,25.37,36.01,58.1,10.25,35.47,31.57,3,32.88
三明市,350400,福建省,华东,26.27,117.64,2021,8,2021-08,27.95,24.75,32.51,163.7,8.76,34.29,28.36,51,32.02
三明市,350400,福建省,华东,26.27,117.64,2021,9,2021-09,28.54,23.83,34.38,76.6,8.48,33.45,24.59,51,31.29
三明市,350400,福建省,华东,26.27,117.64,2021,10,2021-10,22.85,19.26,27.63,56.8,11.71,24.68,30.5,51,21.73
三明市,350400,福建省,华东,26.27,117.64,2021,11,2021-11,15.82,11.98,20.55,92.5,8.72,15.92,22.58,3,13.69
三明市,350400,福建省,华东,26.27,117.64,2021,12,2021-12,12.46,8.33,17.39,61.0,8.8,11.2,21.66,3,8.97
三明市,350400,福建省,华东,26.27,117.64,2022,1,2022-01,12.57,9.12,16.74,68.5,9.02,11.7,22.39,3,9.41
三明市,350400,福建省,华东,26.27,117.64,2022,2,2022-02,10.05,7.16,13.68,172.7,9.91,8.64,24.27,61,6.07
三明市,350400,福建省,华东,26.27,117.64,2022,3,2022-03,18.85,13.76,24.83,214.4,10.22,19.89,26.33,51,17.23
三明市,350400,福建省,华东,26.27,117.64,2022,4,2022-04,19.93,15.04,25.67,123.7,10.44,21.32,27.6,3,18.65
三明市,350400,福建省,华东,26.27,117.64,2022,5,2022-05,21.74,18.17,26.21,394.9,9.27,24.62,24.86,63,22.11
三明市,350400,福建省,华东,26.27,117.64,2022,6,2022-06,25.79,22.63,30.04,568.4,10.22,31.09,31.36,63,28.25
三明市,350400,福建省,华东,26.27,117.64,2022,7,2022-07,30.64,25.55,37.03,68.1,11.0,35.99,28.89,3,33.2
三明市,350400,福建省,华东,26.27,117.64,2022,8,2022-08,30.3,25.44,37.32,103.3,11.31,35.87,31.9,51,32.99
三明市,350400,福建省,华东,26.27,117.64,2022,9,2022-09,28.55,22.59,35.17,4.2,11.17,30.79,29.53,3,28.0
三明市,350400,福建省,华东,26.27,117.64,2022,10,2022-10,23.55,18.34,29.65,9.1,11.52,23.89,30.66,3,21.0
三明市,350400,福建省,华东,26.27,117.64,2022,11,2022-11,19.73,16.81,23.78,206.8,9.21,21.45,23.2,63,19.05
三明市,350400,福建省,华东,26.27,117.64,2022,12,2022-12,10.13,6.86,14.13,81.0,9.22,8.42,22.33,51,6.08
三明市,350400,福建省,华东,26.27,117.64,2023,1,2023-01,11.19,6.53,16.66,77.9,9.13,9.93,22.75,3,7.61
三明市,350400,福建省,华东,26.27,117.64,2023,2,2023-02,14.1,9.7,19.47,101.1,9.75,13.45,24.2,3,10.96
三明市,350400,福建省,华东,26.27,117.64,2023,3,2023-03,17.67,12.59,23.4,168.4,10.22,17.65,26.49,3,15.01
三明市,350400,福建省,华东,26.27,117.64,2023,4,2023-04,20.92,16.33,26.33,148.1,10.37,23.06,27.1,3,20.39
三明市,350400,福建省,华东,26.27,117.64,2023,5,2023-05,24.63,20.4,29.93,147.9,10.54,28.25,27.02,3,25.54
三明市,350400,福建省,华东,26.27,117.64,2023,6,2023-06,26.89,23.33,32.1,265.4,10.23,32.53,28.5,63,29.84
三明市,350400,福建省,华东,26.27,117.64,2023,7,2023-07,29.36,25.1,34.87,175.7,11.35,35.2,31.17,3,32.27
三明市,350400,福建省,华东,26.27,117.64,2023,8,2023-08,27.82,24.63,32.84,265.8,9.41,34.15,26.77,63,31.67
三明市,350400,福建省,华东,26.27,117.64,2023,9,2023-09,27.03,23.33,31.91,146.9,10.16,32.26,26.87,51,29.65
三明市,350400,福建省,华东,26.27,117.64,2023,10,2023-10,22.22,18.45,26.78,47.0,9.11,24.58,23.36,51,22.29
三明市,350400,福建省,华东,26.27,117.64,2023,11,2023-11,17.03,12.18,23.01,61.5,8.78,17.44,22.45,3,15.22
三明市,350400,福建省,华东,26.27,117.64,2023,12,2023-12,12.49,7.99,18.19,39.2,8.94,11.6,22.65,3,9.35
三明市,350400,福建省,华东,26.27,117.64,2024,1,2024-01,11.41,6.35,17.92,40.9,8.22,10.09,21.09,51,8.01
三明市,350400,福建省,华东,26.27,117.64,2024,2,2024-02,13.63,9.28,18.74,105.3,9.77,13.32,25.16,3,10.83
三明市,350400,福建省,华东,26.27,117.64,2024,3,2024-03,16.5,11.82,22.3,140.4,11.27,16.91,28.71,51,14.02
三明市,350400,福建省,华东,26.27,117.64,2024,4,2024-04,22.58,19.19,27.38,291.4,10.69,26.09,29.41,63,23.27
三明市,350400,福建省,华东,26.27,117.64,2024,5,2024-05,23.76,19.6,28.93,200.3,9.11,27.15,25.04,3,24.78
三明市,350400,福建省,华东,26.27,117.64,2024,6,2024-06,26.19,23.07,30.74,245.2,10.87,31.8,31.51,63,28.96
三明市,350400,福建省,华东,26.27,117.64,2024,7,2024-07,30.5,25.23,37.22,236.0,12.58,36.07,34.05,51,32.82
三明市,350400,福建省,华东,26.27,117.64,2024,8,2024-08,28.58,24.89,34.32,248.8,9.05,35.24,25.65,63,32.85
三明市,350400,福建省,华东,26.27,117.64,2024,9,2024-09,27.5,23.57,32.88,114.6,10.78,32.75,28.31,51,30.0
三明市,350400,福建省,华东,26.27,117.64,2024,10,2024-10,23.0,19.18,27.89,22.6,10.68,24.95,27.53,3,22.26
三明市,350400,福建省,华东,26.27,117.64,2024,11,2024-11,18.9,14.89,24.09,19.7,10.58,19.3,26.91,3,16.65
三明市,350400,福建省,华东,26.27,117.64,2024,12,2024-12,11.96,7.2,17.79,6.7,9.36,10.27,23.21,3,7.92
三明市,350400,福建省,华东,26.27,117.64,2025,1,2025-01,10.79,5.0,18.12,6.2,9.17,8.49,22.75,0,6.19
三明市,350400,福建省,华东,26.27,117.64,2025,2,2025-02,12.46,7.96,17.97,46.1,10.24,11.16,25.47,3,8.57
三明市,350400,福建省,华东,26.27,117.64,2025,3,2025-03,16.68,11.65,22.6,150.4,11.16,16.53,28.25,3,13.67
三明市,350400,福建省,华东,26.27,117.64,2025,4,2025-04,20.72,15.53,26.98,243.4,10.9,22.32,29.44,3,19.47
三明市,350400,福建省,华东,26.27,117.64,2025,5,2025-05,24.07,19.92,29.44,180.4,10.53,27.48,28.42,51,24.76
三明市,350400,福建省,华东,26.27,117.64,2025,6,2025-06,27.77,23.51,33.63,117.3,11.59,33.16,30.98,63,30.2
三明市,350400,福建省,华东,26.27,117.64,2025,7,2025-07,28.46,24.75,33.69,202.9,11.93,34.16,31.24,51,31.08
三明市,350400,福建省,华东,26.27,117.64,2025,8,2025-08,28.89,24.18,35.21,103.5,11.55,34.29,30.32,3,31.35
三明市,350400,福建省,华东,26.27,117.64,2025,9,2025-09,28.54,24.2,34.75,110.5,10.77,33.78,28.55,51,31.04
三明市,350400,福建省,华东,26.27,117.64,2025,10,2025-10,25.11,20.55,30.84,33.9,10.13,27.95,26.49,3,25.4
三明市,350400,福建省,华东,26.27,117.64,2025,11,2025-11,16.5,12.31,22.07,55.5,9.84,16.32,24.82,3,13.83
三明市,350400,福建省,华东,26.27,117.64,2025,12,2025-12,14.09,8.93,20.48,17.5,9.21,13.16,21.85,3,10.85
三明市,350400,福建省,华东,26.27,117.64,2026,1,2026-01,11.05,5.95,17.27,19.9,9.06,9.4,22.55,0,7.13
三明市,350400,福建省,华东,26.27,117.64,2026,2,2026-02,15.47,10.79,21.3,53.9,10.09,15.14,25.62,3,12.58
三明市,350400,福建省,华东,26.27,117.64,2026,3,2026-03,17.97,13.56,23.77,170.1,10.69,18.5,27.82,63,15.74
三明市,350400,福建省,华东,26.27,117.64,2026,4,2026-04,22.84,18.36,29.33,168.5,13.88,25.52,35.59,63,21.9
三沙市,460300,海南省,华南,16.83,112.35,2021,4,2021-04,27.2,26.54,27.7,1.9,21.02,30.7,28.51,51,25.44
三沙市,460300,海南省,华南,16.83,112.35,2021,5,2021-05,28.93,28.31,29.41,20.8,24.83,33.17,33.26,3,26.96
三沙市,460300,海南省,华南,16.83,112.35,2021,6,2021-06,29.22,28.65,29.72,213.4,32.38,33.02,43.37,3,24.81
三沙市,460300,海南省,华南,16.83,112.35,2021,7,2021-07,29.08,28.4,29.72,102.5,29.61,33.24,41.29,3,25.79
三沙市,460300,海南省,华南,16.83,112.35,2021,8,2021-08,28.93,28.27,29.43,95.4,28.26,32.92,38.42,51,25.8
三沙市,460300,海南省,华南,16.83,112.35,2021,9,2021-09,28.01,27.1,28.77,296.0,26.18,32.11,37.44,51,25.42
三沙市,460300,海南省,华南,16.83,112.35,2021,10,2021-10,27.54,26.65,28.25,514.3,38.25,29.65,51.55,51,19.84
三沙市,460300,海南省,华南,16.83,112.35,2021,11,2021-11,26.74,26.09,27.29,119.4,39.9,27.18,52.35,51,17.14
三沙市,460300,海南省,华南,16.83,112.35,2021,12,2021-12,24.64,23.97,25.27,107.8,44.71,23.17,59.61,51,11.94
三沙市,460300,海南省,华南,16.83,112.35,2022,1,2022-01,24.08,23.53,24.58,25.8,34.71,24.06,45.67,51,15.37
三沙市,460300,海南省,华南,16.83,112.35,2022,2,2022-02,24.1,23.61,24.66,67.0,36.83,24.33,48.59,51,15.09
三沙市,460300,海南省,华南,16.83,112.35,2022,3,2022-03,25.98,25.25,26.58,41.8,24.6,28.67,32.48,3,22.5
三沙市,460300,海南省,华南,16.83,112.35,2022,4,2022-04,26.74,25.99,27.41,107.4,29.05,29.07,38.48,51,21.76
三沙市,460300,海南省,华南,16.83,112.35,2022,5,2022-05,28.06,27.15,28.69,174.4,28.55,31.57,37.77,51,24.35
三沙市,460300,海南省,华南,16.83,112.35,2022,6,2022-06,29.05,28.52,29.5,55.5,29.69,32.82,38.98,3,25.37
三沙市,460300,海南省,华南,16.83,112.35,2022,7,2022-07,28.94,28.03,29.58,286.4,27.8,33.02,37.99,51,25.93
三沙市,460300,海南省,华南,16.83,112.35,2022,8,2022-08,28.65,27.56,29.44,246.2,25.58,32.76,34.68,63,26.25
三沙市,460300,海南省,华南,16.83,112.35,2022,9,2022-09,28.66,27.56,29.55,428.4,24.92,32.51,34.42,63,26.07
三沙市,460300,海南省,华南,16.83,112.35,2022,10,2022-10,27.13,26.07,27.98,317.6,41.2,28.19,55.28,63,17.74
三沙市,460300,海南省,华南,16.83,112.35,2022,11,2022-11,26.63,26.06,27.1,76.8,28.4,29.13,37.35,51,21.99
三沙市,460300,海南省,华南,16.83,112.35,2022,12,2022-12,24.37,23.57,25.06,78.4,46.52,22.45,61.77,51,10.78
