time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,1,14.3,20.1,9.2,9.6,0.0,19.0,39.2,335,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-18,3,16.3,22.4,9.9,11.5,0.0,27.0,53.6,191,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-19,3,19.4,26.3,12.9,16.1,0.0,20.5,44.3,188,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-20,55,14.7,17.2,12.6,13.5,6.2,13.4,25.2,127,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-21,61,13.5,16.9,11.6,11.8,5.8,15.1,31.7,8,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-22,53,15.3,20.9,10.0,13.6,1.2,16.0,36.0,3,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-23,3,15.2,19.9,11.1,13.0,0.0,23.2,43.6,13,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-24,3,14.8,18.0,11.8,10.7,0.0,30.2,58.7,10,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-25,3,14.7,17.0,12.6,11.7,0.0,21.4,43.2,8,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-26,3,16.6,21.9,11.7,15.5,0.0,17.4,32.4,191,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-27,3,19.4,24.6,12.5,16.2,0.0,23.4,45.4,245,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-28,3,18.8,24.5,12.3,14.7,0.0,22.9,50.4,286,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-29,3,20.9,28.0,13.9,16.5,0.0,33.0,69.1,285,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-04-30,3,18.9,31.0,13.4,14.3,0.0,32.1,73.4,283,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-05-01,2,18.0,26.0,9.8,15.2,0.0,20.6,41.4,196,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-05-02,3,16.2,21.0,11.2,12.9,0.0,16.2,30.2,26,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-05-03,63,15.3,20.6,11.4,13.6,6.4,16.6,37.4,172,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-05-04,3,18.7,25.3,11.8,16.7,0.0,14.7,33.8,356,鹤壁市,河南省,华中,35.748236,114.295444,410600
2021-05-05,0,20.4,27.4,12.0,16.1,0.0,25.9,50.4,210,鹤壁市,河南省,华中,35.748236,114.295444,410600
