time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,2,2.8,12.6,-5.9,-1.7,0.0,11.3,28.4,229,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-18,2,7.5,17.8,-2.6,3.3,0.0,20.2,43.6,203,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-19,1,-0.3,3.0,-3.7,-6.5,0.0,27.6,68.0,310,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-20,3,1.8,10.3,-5.0,-3.0,0.0,14.4,34.2,270,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-21,2,10.4,22.3,-2.6,6.5,0.0,21.0,47.2,190,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-22,51,6.1,10.6,1.4,2.0,0.1,17.3,43.6,319,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-23,3,1.2,5.9,-3.5,-3.9,0.0,15.0,40.0,332,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-24,3,3.2,9.8,-3.6,-2.1,0.0,23.3,57.2,313,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-25,3,4.7,12.6,-2.3,1.0,0.0,10.6,29.9,281,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-26,3,9.2,17.6,0.9,5.0,0.0,20.2,51.1,185,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-27,53,6.8,14.2,-1.0,2.8,1.0,22.6,56.2,190,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-28,53,3.7,10.9,-3.5,0.6,4.7,12.6,34.2,133,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-29,51,4.4,10.4,-0.3,0.7,0.8,17.8,44.6,148,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-04-30,3,5.0,11.6,-0.8,0.9,0.0,15.3,42.5,54,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-05-01,3,4.1,9.0,-2.1,0.7,0.0,12.9,34.9,322,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
2021-05-02,51,7.1,15.8,-1.6,4.1,0.2,12.9,36.4,176,大兴安岭地区,黑龙江省,东北,52.335262,124.711526,232700
