time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,53,22.0,27.5,18.4,22.7,1.7,17.4,38.5,122,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-18,3,21.4,27.0,17.7,19.9,0.0,20.1,45.0,113,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-19,3,20.5,26.0,16.5,19.4,0.0,15.2,35.3,135,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-20,3,21.3,26.6,16.3,21.0,0.0,14.7,33.5,180,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-21,0,23.7,31.7,17.5,24.4,0.0,24.1,55.1,127,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-22,51,25.3,34.5,18.6,27.0,0.1,19.6,46.1,133,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-23,3,25.3,34.8,20.5,27.4,0.0,24.1,58.7,132,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-24,2,24.6,30.5,20.5,25.7,0.0,19.3,43.2,130,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-25,61,22.4,25.0,20.6,24.1,3.1,9.1,25.2,110,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-26,3,23.3,29.9,18.5,23.8,0.0,20.2,45.7,132,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-27,61,21.0,23.6,19.5,23.4,10.3,6.4,23.8,306,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-28,63,20.8,22.7,19.5,24.2,39.3,8.6,22.0,86,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-29,63,21.2,25.4,19.2,23.8,11.5,14.1,33.8,114,漳州市,福建省,华东,24.510897,117.661801,350600
2021-04-30,3,23.2,31.4,17.0,25.4,0.0,12.8,27.0,230,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-01,3,24.9,33.7,18.4,27.7,0.0,14.0,31.0,161,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-02,3,23.1,28.2,19.4,25.4,0.0,16.5,37.8,121,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-03,61,21.1,22.5,20.0,24.6,12.4,4.7,16.2,277,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-04,55,23.9,28.9,20.1,28.0,6.6,14.0,33.1,190,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-05,61,23.3,29.4,18.8,25.4,6.8,26.0,59.4,105,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-06,3,21.6,27.4,16.8,22.5,0.0,10.9,23.4,134,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-07,51,25.3,32.8,18.8,29.3,0.2,7.8,25.9,159,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-08,51,26.5,31.5,22.5,31.1,0.3,9.0,29.2,187,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-09,63,25.4,28.7,23.2,30.7,8.3,9.4,32.4,128,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-10,51,27.2,33.7,23.6,32.0,0.3,15.5,33.1,166,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-11,3,27.9,35.5,21.5,32.0,0.0,16.0,33.5,198,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-12,51,28.7,35.8,23.5,33.7,0.9,13.4,33.1,186,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-13,51,29.2,35.4,24.9,34.6,0.9,11.9,32.8,181,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-14,3,29.3,35.2,24.5,33.9,0.0,16.2,39.2,168,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-15,51,29.4,37.4,24.2,33.7,0.1,21.3,48.2,170,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-16,3,30.2,38.3,23.7,34.4,0.0,19.6,42.5,190,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-17,51,30.5,38.0,25.8,35.6,0.3,13.0,32.4,220,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-18,63,27.4,30.3,25.4,33.4,13.2,7.2,32.0,60,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-19,63,28.3,33.8,24.8,33.2,6.5,15.2,36.7,170,漳州市,福建省,华东,24.510897,117.661801,350600
2021-05-20,53,28.8,35.6,24.5,34.0,1.7,16.6,38.2,194,漳州市,福建省,华东,24.510897,117.661801,350600
