time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,53,20.6,26.9,17.0,20.9,1.7,18.4,41.4,78,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-18,3,17.3,20.9,14.8,15.5,0.0,19.0,44.3,58,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-19,3,17.3,21.8,14.5,15.7,0.0,14.4,35.3,49,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-20,51,18.8,23.1,15.1,18.2,0.4,17.9,40.7,45,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-21,3,20.8,26.0,15.6,20.7,0.0,18.2,42.1,55,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-22,3,23.0,29.0,18.8,24.2,0.0,17.3,40.0,75,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-23,51,22.8,28.4,18.9,24.5,0.2,18.4,42.5,83,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-24,3,22.2,27.6,18.9,23.0,0.0,17.3,40.0,74,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-25,63,20.0,22.9,17.1,20.7,19.7,15.8,34.6,49,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-26,3,19.7,23.4,15.9,19.6,0.0,14.1,32.8,54,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-27,63,21.0,26.4,17.0,22.3,6.5,12.0,27.4,270,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-28,63,20.2,22.2,18.8,22.5,15.7,11.0,25.9,110,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-29,63,20.9,26.5,18.1,22.9,8.7,14.2,31.7,159,福州市,福建省,华东,26.075302,119.306239,350100
2021-04-30,3,22.4,30.5,14.8,24.3,0.0,13.1,28.1,196,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-01,3,24.9,33.6,18.2,26.8,0.0,14.0,29.2,246,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-02,51,21.7,27.0,17.6,23.1,0.3,19.5,42.5,76,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-03,61,21.5,24.1,18.9,23.2,5.1,11.4,28.8,66,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-04,63,24.1,28.9,19.7,27.6,8.3,14.2,47.9,177,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-05,65,19.9,22.8,16.9,20.5,42.8,21.2,45.7,75,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-06,3,19.9,24.4,15.0,21.0,0.0,10.1,22.7,87,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-07,51,24.2,29.6,19.4,28.4,0.2,8.1,18.0,197,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-08,63,23.2,26.0,21.4,27.4,12.4,7.7,40.0,116,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-09,53,24.4,27.5,21.5,29.0,2.5,6.6,18.4,291,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-10,51,25.7,29.5,22.2,30.6,0.9,11.8,32.4,196,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-11,3,26.6,32.4,21.9,31.1,0.0,15.5,31.3,175,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-12,61,26.5,30.1,23.6,32.2,3.8,11.8,29.2,242,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-13,51,27.0,29.9,24.5,32.7,0.8,9.2,30.6,171,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-14,51,28.3,33.2,24.8,33.5,0.1,13.7,38.5,177,福州市,福建省,华东,26.075302,119.306239,350100
2021-05-15,3,28.4,34.5,24.5,32.7,0.0,20.7,43.2,184,福州市,福建省,华东,26.075302,119.306239,350100
