time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,53,9.3,10.9,7.7,4.0,0.5,34.5,69.1,289,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-18,0,11.0,15.5,6.3,7.6,0.0,18.0,37.8,264,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-19,2,15.7,22.6,10.0,11.6,0.0,24.7,47.5,213,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-20,3,14.8,20.6,10.2,12.0,0.0,19.4,38.5,191,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-21,51,14.1,20.0,9.4,10.4,0.2,15.4,32.4,169,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-22,61,12.5,15.2,10.8,9.3,10.6,24.7,47.5,125,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-23,63,11.3,11.8,10.8,7.5,20.7,27.7,61.6,109,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-24,51,11.0,13.1,8.9,8.3,1.1,25.8,49.3,68,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-25,3,10.2,12.4,7.4,7.9,0.0,15.0,33.5,343,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-26,55,12.4,18.5,6.6,10.7,2.8,23.4,45.0,190,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-27,53,13.4,18.1,11.8,11.5,2.7,20.8,40.3,220,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-28,51,13.0,16.2,10.2,10.0,0.7,16.3,37.1,239,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-29,3,12.4,17.2,9.2,8.7,0.0,28.7,70.2,192,威海市,山东省,华东,37.509691,122.116394,371000
2021-04-30,53,9.6,12.1,7.5,6.3,1.6,23.5,47.2,333,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-01,2,10.3,13.7,7.8,6.8,0.0,25.9,52.9,306,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-02,3,10.9,13.4,8.4,7.7,0.0,24.6,47.2,311,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-03,3,12.8,17.5,10.1,8.8,0.0,25.2,51.1,188,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-04,63,11.2,11.9,9.5,9.7,11.7,15.8,34.6,285,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-05,0,14.7,18.7,11.2,10.5,0.0,30.5,59.0,257,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-06,3,16.5,20.8,13.0,11.5,0.0,43.0,81.7,191,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-07,61,14.5,16.4,12.2,9.4,2.1,42.0,80.6,276,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-08,2,15.1,22.4,11.4,11.1,0.0,33.8,76.0,241,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-09,3,15.1,17.8,10.7,12.2,0.0,15.9,33.5,153,威海市,山东省,华东,37.509691,122.116394,371000
2021-05-10,63,12.0,14.4,10.0,9.1,11.4,26.4,52.2,104,威海市,山东省,华东,37.509691,122.116394,371000
