time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,3,19.7,25.5,15.1,20.6,0.0,14.5,32.8,22,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-18,51,17.7,21.5,15.3,17.0,1.0,18.6,35.3,52,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-19,3,18.4,22.5,14.9,19.3,0.0,6.8,18.4,54,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-20,3,20.1,24.5,15.3,21.1,0.0,10.4,18.7,121,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-21,2,22.6,27.6,16.2,24.7,0.0,8.4,18.7,80,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-22,65,21.3,24.0,19.0,24.1,21.5,10.5,38.2,51,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-23,51,22.2,26.1,18.0,24.5,0.1,12.3,23.4,24,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-24,63,22.0,26.6,19.1,23.1,23.2,20.7,38.2,70,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-25,63,19.5,21.1,17.9,20.9,13.2,13.3,31.3,37,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-26,51,19.3,22.0,16.9,21.3,0.9,8.8,18.4,7,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-27,61,18.8,20.2,17.6,20.7,13.1,8.9,18.7,313,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-28,53,18.6,21.8,17.0,20.2,4.7,10.7,23.0,298,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-29,3,19.7,25.1,15.3,20.4,0.0,14.7,32.4,231,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-04-30,2,23.0,29.3,14.7,23.2,0.0,20.4,39.6,213,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-01,3,24.9,30.0,18.2,26.9,0.0,15.0,31.3,235,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-02,3,24.3,31.0,17.3,26.4,0.0,21.5,38.5,79,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-03,51,24.4,30.8,18.8,25.2,0.2,21.9,40.3,146,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-04,65,21.2,23.1,19.0,23.2,36.1,20.9,51.8,257,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-05,3,21.2,25.6,16.5,21.4,0.0,16.6,34.9,62,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-06,61,21.9,26.0,18.5,24.3,4.2,12.7,27.4,250,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-07,61,23.3,26.9,20.6,26.8,8.0,14.8,29.9,245,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-08,61,22.5,24.9,19.6,25.7,4.0,10.5,19.1,209,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-09,55,23.7,29.1,18.1,27.4,3.3,11.3,31.7,157,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-10,63,25.5,30.1,21.4,30.0,12.9,13.6,33.8,162,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-11,63,24.0,26.4,22.8,28.4,33.8,11.3,37.1,201,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-12,63,24.3,27.8,22.6,28.3,19.5,13.4,31.0,229,鹰潭市,江西省,华东,28.238638,117.033838,360600
2021-05-13,63,25.0,29.7,21.6,29.7,10.9,13.3,32.0,96,鹰潭市,江西省,华东,28.238638,117.033838,360600
