time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,0,6.7,14.9,-1.0,1.1,0.0,23.0,53.6,327,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-18,2,10.6,20.6,0.6,6.6,0.0,13.3,30.2,194,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-19,3,14.8,24.1,2.9,11.1,0.0,14.5,33.1,109,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-20,3,17.4,24.6,9.9,13.4,0.0,25.5,56.5,132,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-21,3,13.9,19.7,9.0,9.7,0.0,29.0,63.7,135,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-22,3,13.6,20.7,8.7,10.8,0.0,12.8,33.8,153,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-23,3,14.5,22.8,7.3,12.4,0.0,19.5,45.0,153,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-24,3,14.0,21.9,7.0,11.5,0.0,21.3,49.0,145,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-25,3,13.0,18.3,8.4,9.7,0.0,22.8,49.7,138,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-26,51,14.5,22.2,9.2,10.7,1.0,23.1,57.6,221,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-27,2,9.7,15.0,4.6,4.0,0.0,30.0,67.7,308,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-28,51,9.6,16.6,2.6,4.9,0.1,23.9,56.9,283,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-29,71,8.5,12.4,4.2,2.9,0.2,36.3,81.0,330,张家口市,河北省,华北,40.811901,114.884091,130700
2021-04-30,73,6.6,13.0,2.5,2.3,4.7,27.6,62.3,330,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-01,1,7.9,14.5,1.6,2.3,0.0,32.5,72.4,346,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-02,3,10.2,19.1,0.3,5.1,0.0,23.7,52.9,123,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-03,3,14.7,25.6,7.2,10.7,0.0,31.3,70.6,330,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-04,51,9.5,15.2,3.3,3.8,0.4,34.9,84.6,309,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-05,2,13.8,23.7,2.7,8.8,0.0,28.8,67.0,277,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-06,71,11.7,16.1,5.7,5.7,0.3,40.1,88.9,303,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-07,51,14.5,23.3,5.9,9.2,0.1,28.5,68.8,292,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-08,3,14.1,19.6,8.6,8.7,0.0,25.9,61.9,341,张家口市,河北省,华北,40.811901,114.884091,130700
2021-05-09,51,14.9,21.8,8.0,10.5,0.2,17.1,38.9,99,张家口市,河北省,华北,40.811901,114.884091,130700
