time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,71,3.8,7.9,1.0,-0.4,1.2,20.8,37.4,268,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-18,0,6.7,14.6,-2.3,3.0,0.0,15.0,32.4,222,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-19,3,13.8,21.5,6.8,8.9,0.0,26.7,50.8,264,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-20,51,9.1,16.0,1.0,5.4,0.8,13.6,31.3,101,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-21,3,16.3,24.9,7.5,12.7,0.0,22.9,44.3,211,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-22,51,14.9,21.5,9.5,11.6,0.6,32.6,59.0,171,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-23,53,11.1,14.0,8.4,9.6,4.0,16.9,30.6,48,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-24,3,8.4,13.9,2.0,5.0,0.0,24.1,46.4,7,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-25,3,8.0,16.0,-0.8,4.4,0.0,12.4,28.4,17,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-26,3,12.9,20.7,2.2,8.3,0.0,25.6,46.1,194,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-27,53,11.2,14.0,8.3,7.5,2.9,25.9,50.0,214,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-28,51,9.0,13.8,4.5,3.4,0.1,35.8,66.6,243,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-29,55,9.4,15.2,5.1,4.8,2.8,26.6,50.8,204,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-04-30,53,5.9,10.6,2.5,2.5,2.4,14.6,32.0,326,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-01,51,7.3,13.1,-0.6,3.4,0.1,20.9,39.6,17,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-02,3,9.7,16.4,1.1,6.4,0.0,16.5,34.6,280,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-03,51,13.8,20.1,6.6,8.4,0.2,31.4,70.9,195,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-04,53,10.2,13.4,7.6,6.1,1.4,25.5,44.3,211,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-05,51,11.8,17.1,6.8,6.2,0.2,36.0,64.8,241,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-06,3,16.8,23.8,10.8,10.9,0.0,38.0,92.5,206,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-07,51,10.3,12.8,7.8,6.0,0.6,27.2,51.1,228,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-08,53,8.4,12.4,5.7,2.8,4.5,37.7,72.4,252,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-09,51,10.2,15.6,4.9,5.9,0.4,25.9,49.7,301,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-10,53,9.7,16.2,2.7,6.7,1.3,13.8,27.7,170,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-11,3,14.7,22.0,4.1,11.5,0.0,20.6,39.2,174,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-12,55,15.2,20.3,10.9,11.4,3.5,26.3,52.6,221,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-13,51,16.2,21.7,12.0,13.9,0.2,20.4,37.8,229,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-14,3,17.9,24.0,9.3,16.2,0.0,26.1,47.9,195,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-15,61,13.6,18.0,6.7,11.4,3.1,21.4,38.9,293,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-16,3,12.2,19.1,4.4,9.7,0.0,13.4,25.6,6,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-17,1,16.9,24.9,8.1,13.9,0.0,18.3,36.7,233,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-18,3,21.5,28.5,14.2,17.3,0.0,25.6,49.3,205,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-19,1,22.4,28.8,16.5,18.4,0.0,30.9,60.1,219,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-20,3,22.1,27.5,17.0,19.0,0.0,26.6,47.2,220,辽源市,吉林省,东北,42.902692,125.145349,220400
2021-05-21,3,20.8,27.9,13.3,19.7,0.0,15.8,28.8,238,辽源市,吉林省,东北,42.902692,125.145349,220400
