time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,3,3.5,10.1,-2.8,-2.3,0.0,22.3,40.0,302,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-18,3,10.8,19.8,2.4,3.9,0.0,34.1,60.1,243,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-19,3,8.4,14.8,2.7,3.2,0.0,19.7,37.8,34,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-20,2,14.4,23.8,4.4,9.7,0.0,23.4,43.9,201,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-21,3,16.1,23.1,9.4,10.8,0.0,27.3,49.7,193,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-22,51,13.5,20.2,8.1,10.4,0.3,16.6,35.3,212,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-23,3,12.9,20.8,6.0,8.7,0.0,23.6,45.0,17,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-24,3,9.4,16.5,2.4,4.7,0.0,18.5,38.2,34,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-25,3,12.5,19.9,3.8,8.6,0.0,21.7,38.9,175,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-26,51,11.4,14.4,6.8,4.6,0.5,43.7,78.8,237,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-27,3,5.5,9.2,2.7,-1.6,0.0,36.4,64.8,283,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-28,71,5.2,11.1,-1.2,-1.0,0.2,31.3,59.0,278,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
2021-04-29,73,2.4,7.7,-2.7,-3.2,1.2,25.2,47.2,323,锡林郭勒盟,内蒙古自治区,华北,43.944018,116.090996,152500
