time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-17,0,4.8,13.2,-5.0,-0.3,0.0,22.9,44.6,314,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-18,3,8.9,19.5,-1.2,4.9,0.0,11.2,27.7,287,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-19,3,12.9,21.9,3.2,9.5,0.0,10.1,20.5,84,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-20,3,15.5,23.5,8.6,12.2,0.0,23.3,41.4,123,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-21,3,12.4,19.4,6.5,8.8,0.0,21.2,39.2,126,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-22,51,12.5,19.1,6.1,10.4,0.2,10.2,20.2,94,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-23,3,16.0,22.4,10.1,13.0,0.0,21.7,42.5,90,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-24,3,13.5,20.0,6.8,10.1,0.0,24.5,47.9,101,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-25,3,11.2,16.5,6.3,7.8,0.0,20.9,37.8,187,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-26,51,12.2,19.5,7.2,7.5,0.7,29.3,52.2,256,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-27,2,7.9,12.8,2.2,2.1,0.0,31.1,58.0,299,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-28,51,8.1,13.9,0.4,2.6,0.1,27.0,53.6,286,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-29,3,8.4,12.6,3.8,2.1,0.0,41.3,73.8,321,大同市,山西省,华北,40.09031,113.295259,140200
2021-04-30,71,7.9,12.1,4.2,2.6,2.1,32.7,59.4,349,大同市,山西省,华北,40.09031,113.295259,140200
2021-05-01,2,8.7,15.7,1.7,3.5,0.0,25.2,47.9,352,大同市,山西省,华北,40.09031,113.295259,140200
2021-05-02,3,12.1,21.8,3.2,7.2,0.0,26.6,47.2,170,大同市,山西省,华北,40.09031,113.295259,140200
2021-05-03,3,14.1,20.5,8.6,9.6,0.0,38.4,67.3,309,大同市,山西省,华北,40.09031,113.295259,140200
