time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,city,province,region,lat,lon,city_code
2021-04-18,3,15.8,22.1,9.6,12.8,0.0,18.7,43.9,173,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-19,3,17.5,23.8,11.0,15.8,0.0,16.0,38.2,176,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-20,61,15.1,17.0,13.4,14.5,13.0,13.1,28.8,63,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-21,53,13.8,16.8,12.2,12.3,2.9,16.9,37.1,28,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-22,51,15.6,22.5,10.3,14.8,0.1,12.3,27.4,36,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-23,61,15.8,21.2,11.1,14.9,8.7,16.4,41.4,57,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-24,55,13.0,14.2,11.4,10.7,7.8,26.7,56.9,20,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-25,53,15.0,18.5,12.4,12.9,1.4,18.0,40.7,28,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-26,3,15.0,19.9,11.9,14.4,0.0,8.1,22.3,236,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-27,3,19.0,25.0,13.2,17.8,0.0,17.9,41.4,281,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-28,3,19.5,24.0,16.5,16.1,0.0,20.9,46.4,295,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-29,0,21.9,29.4,15.8,19.0,0.0,30.9,67.7,261,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-04-30,1,20.8,31.0,12.8,17.9,0.0,29.8,66.2,340,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-01,0,19.3,26.4,11.6,17.4,0.0,16.3,39.6,151,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-02,3,18.8,22.5,15.5,14.8,0.0,21.1,46.4,73,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-03,61,14.5,17.1,11.8,12.9,7.9,11.6,29.2,18,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-04,3,19.8,26.2,12.4,16.5,0.0,27.3,60.8,324,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-05,3,19.8,27.0,12.9,16.8,0.0,19.1,42.1,231,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-06,3,22.3,28.5,16.8,20.8,0.0,21.1,45.7,216,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-07,3,22.0,27.8,17.8,18.9,0.0,20.0,44.6,282,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-08,0,24.7,32.7,16.7,24.0,0.0,18.5,39.6,214,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-09,3,26.2,33.2,21.0,28.2,0.0,17.4,38.5,191,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-10,3,25.5,30.6,20.8,25.6,0.0,22.7,50.0,57,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-11,3,22.0,27.4,18.5,20.8,0.0,18.3,41.4,33,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-12,3,22.4,29.5,15.9,22.9,0.0,17.1,39.6,134,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-13,51,22.3,25.9,18.9,23.6,0.2,13.8,31.7,111,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-14,53,23.2,28.2,19.8,25.0,3.9,13.4,30.2,85,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-15,61,21.2,22.9,18.5,23.0,19.9,24.4,52.2,28,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-16,53,15.3,18.1,13.3,12.7,1.1,27.9,59.8,18,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-17,3,17.3,23.2,12.0,17.1,0.0,10.5,24.5,217,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-18,3,19.5,26.9,12.4,20.1,0.0,10.8,25.2,188,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-19,3,19.3,22.7,16.5,19.9,0.0,11.6,27.7,180,平顶山市,河南省,华中,33.735241,113.307718,410400
2021-05-20,3,21.4,27.3,15.2,22.6,0.0,14.2,31.3,187,平顶山市,河南省,华中,33.735241,113.307718,410400
